url,length,hasNumbers,numDots,hasHyphen,hasAtSymbol,label
auvzdiaooi.io,13,0,1,0,0,0
onvmf-secure,12,0,0,1,0,1
vqfcd.org,9,0,1,0,0,0
xxbnzem-verify,14,0,0,1,0,1
sxgtobdii.org,13,0,1,0,0,0
verify-pvgvdo,13,0,0,1,0,1
eysugshve.net,13,0,1,0,0,0
uwwgdwiog@phishing.com,22,0,1,0,1,1
brjofmdyha.org,14,0,1,0,0,0
secure.riuvucv.com,18,0,2,0,0,1
fpumunxi.org,12,0,1,0,0,0
verify-dvuaevbfc,16,0,0,1,0,1
cwhcxepul.com,13,0,1,0,0,0
secure-pgmeeub,14,0,0,1,0,1
srkhx.io,8,0,1,0,0,0
pvcql0,6,1,0,0,0,1
edevr.com,9,0,1,0,0,0
secure-blkzsjee,15,0,0,1,0,1
qvhephtud.co,12,0,1,0,0,0
rvgkfitjd.fake-site.com,23,0,2,1,0,1
tmkkuev.com,11,0,1,0,0,0
palkj,5,0,0,0,0,1
qcosiikl.co,11,0,1,0,0,0
zagdjb@phishing.com,19,0,1,0,1,1
qikoufmz.co,11,0,1,0,0,0
update-stgazoat,15,0,0,1,0,1
vitzfy.org,10,0,1,0,0,0
qzevvajuio.fake-site.com,24,0,2,1,0,1
fsikvo.com,10,0,1,0,0,0
verify.elgrh.com,16,0,2,0,0,1
tadnrsqu.com,12,0,1,0,0,0
account.vdlaebbleb.com,22,0,2,0,0,1
fjkwjmun.com,12,0,1,0,0,0
ueayekzp@phishing.com,21,0,1,0,1,1
njufzgkhh.co,12,0,1,0,0,0
yoimphvaib-verify,17,0,0,1,0,1
kjcirgzs.net,12,0,1,0,0,0
awgqci-login,12,0,0,1,0,1
mkhhd.net,9,0,1,0,0,0
lzfqmkl@phishing.com,20,0,1,0,1,1
odlolswdi.net,13,0,1,0,0,0
nborcxf-login,13,0,0,1,0,1
mibuyyme.io,11,0,1,0,0,0
login-udswhzar,14,0,0,1,0,1
fiiohdsrlr.net,14,0,1,0,0,0
hvdmugg,7,0,0,0,0,1
krwkkvh.net,11,0,1,0,0,0
lupwhgl85,9,1,0,0,0,1
iqpiszyln.co,12,0,1,0,0,0
tgxjgcv89,9,1,0,0,0,1
bvbssno.co,10,0,1,0,0,0
wkpsg,5,0,0,0,0,1
qlkkyrm.net,11,0,1,0,0,0
cvxwugft.fake-site.com,22,0,2,1,0,1
ilhavllt.co,11,0,1,0,0,0
vsfrf55,7,1,0,0,0,1
tmzkeme.co,10,0,1,0,0,0
yeqrdid.fake-site.com,21,0,2,1,0,1
cremn.co,8,0,1,0,0,0
adzw0b0ltx,10,1,0,0,0,1
uxktkzs.org,11,0,1,0,0,0
qbchebz,7,0,0,0,0,1
hzfav.co,8,0,1,0,0,0
account.wobjlnjd.com,20,0,2,0,0,1
nfndacmn.io,11,0,1,0,0,0
kagiwyvgcm65,12,1,0,0,0,1
zyjxsqq.co,10,0,1,0,0,0
qtxfflpoo-update,16,0,0,1,0,1
wnjlvtet.com,12,0,1,0,0,0
update-ahtbh,12,0,0,1,0,1
ingltovfd.net,13,0,1,0,0,0
caaoshji38,10,1,0,0,0,1
vgpeou.io,9,0,1,0,0,0
0aahpcypyh,10,1,0,0,0,1
aiytzuz.co,10,0,1,0,0,0
eogcp-verify,12,0,0,1,0,1
oltbisnmqz.io,13,0,1,0,0,0
ncdcxd54,8,1,0,0,0,1
flbigetjw.io,12,0,1,0,0,0
hxayek,6,0,0,0,0,1
gkdoxc.io,9,0,1,0,0,0
ynbtwth99,9,1,0,0,0,1
nkzbe.com,9,0,1,0,0,0
update.cowut.com,16,0,2,0,0,1
nrhilt.org,10,0,1,0,0,0
0rtxpzpjpy,10,1,0,0,0,1
tvapqzw.com,11,0,1,0,0,0
login-tnhpccpz,14,0,0,1,0,1
meamkz.net,10,0,1,0,0,0
login-qcztvsfjcy,16,0,0,1,0,1
vkndlnn.net,11,0,1,0,0,0
update-dlmir,12,0,0,1,0,1
uvaxm.co,8,0,1,0,0,0
update.qwuohn.com,17,0,2,0,0,1
qdkwpfno.net,12,0,1,0,0,0
glawzam13,9,1,0,0,0,1
gswgzud.co,10,0,1,0,0,0
rgvgjghgil@phishing.com,23,0,1,0,1,1
cpcqlfzb.co,11,0,1,0,0,0
uchdojuuup-verify,17,0,0,1,0,1
olhab.net,9,0,1,0,0,0
account-uuerkmqai,17,0,0,1,0,1
tkvmlqbcpj.co,13,0,1,0,0,0
grepfm19,8,1,0,0,0,1
buphzbdvd.co,12,0,1,0,0,0
yiiqhbmowf-verify,17,0,0,1,0,1
fqvoi.co,8,0,1,0,0,0
gpxegb-secure,13,0,0,1,0,1
ivmwkwl.com,11,0,1,0,0,0
zhzzw,5,0,0,0,0,1
mjajknwtlf.io,13,0,1,0,0,0
txbvqfu47,9,1,0,0,0,1
quzoz.io,8,0,1,0,0,0
tknclqshe22,11,1,0,0,0,1
kedwufh.co,10,0,1,0,0,0
qgypztzznm.fake-site.com,24,0,2,1,0,1
jxlkntotz.io,12,0,1,0,0,0
verify-zccpgoac,15,0,0,1,0,1
apnegup.net,11,0,1,0,0,0
update-lujpmi,13,0,0,1,0,1
sbzzlph.com,11,0,1,0,0,0
update-vsgpbyi,14,0,0,1,0,1
gjhowdlpy.com,13,0,1,0,0,0
qwjqaqxi@phishing.com,21,0,1,0,1,1
jnkdv.com,9,0,1,0,0,0
pozmeqph-verify,15,0,0,1,0,1
vrzejkit.co,11,0,1,0,0,0
iqcxvl@phishing.com,19,0,1,0,1,1
sxpsufsgm.io,12,0,1,0,0,0
stqosusolx-secure,17,0,0,1,0,1
xpvfvrp.com,11,0,1,0,0,0
xtbkm@phishing.com,18,0,1,0,1,1
ydlowftgim.com,14,0,1,0,0,0
tlknxs0,7,1,0,0,0,1
euhvy.net,9,0,1,0,0,0
jqobu10,7,1,0,0,0,1
ldrgjvnfph.net,14,0,1,0,0,0
fd0zehe,7,1,0,0,0,1
limbeczbhp.com,14,0,1,0,0,0
ptnrspbh.fake-site.com,22,0,2,1,0,1
jeomw.net,9,0,1,0,0,0
account-mfqukoqm,16,0,0,1,0,1
okftdps.io,10,0,1,0,0,0
lyxpuurw54,10,1,0,0,0,1
gpvakq.co,9,0,1,0,0,0
secure.hfsqoykmm.com,20,0,2,0,0,1
fiaey.net,9,0,1,0,0,0
saypecxumb,10,0,0,0,0,1
ldrclaau.co,11,0,1,0,0,0
ioiemyoire-login,16,0,0,1,0,1
jktqzo.com,10,0,1,0,0,0
pfslslvn.fake-site.com,22,0,2,1,0,1
pcgokmpldy.net,14,0,1,0,0,0
update.ofejtzlrmt.com,21,0,2,0,0,1
bknezzr.io,10,0,1,0,0,0
hinav,5,0,0,0,0,1
aofzzifmu.io,12,0,1,0,0,0
vkumkbf,7,0,0,0,0,1
uklallnsk.net,13,0,1,0,0,0
mpwnuae@phishing.com,20,0,1,0,1,1
pihncspap.org,13,0,1,0,0,0
eqljndapk@phishing.com,22,0,1,0,1,1
srlvygwl.co,11,0,1,0,0,0
dyhgbk-account,14,0,0,1,0,1
eimyhbmdf.co,12,0,1,0,0,0
account.zncwnseo.com,20,0,2,0,0,1
jbmzxrkff.io,12,0,1,0,0,0
kqkrblauw,9,0,0,0,0,1
fhvgkfwk.io,11,0,1,0,0,0
kpfakxqjgn@phishing.com,23,0,1,0,1,1
qnszzn.co,9,0,1,0,0,0
cpvvdynxl.fake-site.com,23,0,2,1,0,1
wybxhdtiqo.io,13,0,1,0,0,0
account-mipinvec,16,0,0,1,0,1
jznyfpt.io,10,0,1,0,0,0
account.hluqll.com,18,0,2,0,0,1
jhlxxi.com,10,0,1,0,0,0
qcoeohqxy-update,16,0,0,1,0,1
lqgyp.com,9,0,1,0,0,0
xkfep8,6,1,0,0,0,1
ogjubnxrq.org,13,0,1,0,0,0
ckdgttudy.fake-site.com,23,0,2,1,0,1
lijjtw.org,10,0,1,0,0,0
smzzobgac@phishing.com,22,0,1,0,1,1
zqwbt.co,8,0,1,0,0,0
login-lbftbu,12,0,0,1,0,1
icbgtcu.io,10,0,1,0,0,0
account.tyynafl.com,19,0,2,0,0,1
rroxksro.com,12,0,1,0,0,0
account-hjhmukhg,16,0,0,1,0,1
laeunzicp.org,13,0,1,0,0,0
snpyjw@phishing.com,19,0,1,0,1,1
mgiuew.org,10,0,1,0,0,0
rqbuldzdj@phishing.com,22,0,1,0,1,1
pxveh.org,9,0,1,0,0,0
cqbagt@phishing.com,19,0,1,0,1,1
hwlre.co,8,0,1,0,0,0
ubiyblg,7,0,0,0,0,1
bxqae.io,8,0,1,0,0,0
secure-wmvgy,12,0,0,1,0,1
mprmqpk.net,11,0,1,0,0,0
gjzkci,6,0,0,0,0,1
cmprvgkm.com,12,0,1,0,0,0
judmzhsw.fake-site.com,22,0,2,1,0,1
rmjis.io,8,0,1,0,0,0
gbhdrq.fake-site.com,20,0,2,1,0,1
hmtwsyiuev.io,13,0,1,0,0,0
account.rnbmg.com,17,0,2,0,0,1
qemthio.net,11,0,1,0,0,0
qczbni86,8,1,0,0,0,1
ilanxp.io,9,0,1,0,0,0
kz0zrw,6,1,0,0,0,1
vrrrwgfsga.org,14,0,1,0,0,0
login-igqdbzs,13,0,0,1,0,1
paluyl.co,9,0,1,0,0,0
qilcugu,7,0,0,0,0,1
japbv.co,8,0,1,0,0,0
nhrbzkfi,8,0,0,0,0,1
zazjno.org,10,0,1,0,0,0
0wmikhyin,9,1,0,0,0,1
pifbhuypa.io,12,0,1,0,0,0
secure.rnbudpxdt.com,20,0,2,0,0,1
miscydlpg.io,12,0,1,0,0,0
verify-ljixazdd,15,0,0,1,0,1
pcprm.io,8,0,1,0,0,0
qxheaesmy.fake-site.com,23,0,2,1,0,1
nkgaihcvn.com,13,0,1,0,0,0
yszeyds,7,0,0,0,0,1
epjlq.org,9,0,1,0,0,0
mnahdnrtlb,10,0,0,0,0,1
arljqeg.io,10,0,1,0,0,0
login.dnlodadzbp.com,20,0,2,0,0,1
xodrwa.net,10,0,1,0,0,0
kgetb@phishing.com,18,0,1,0,1,1
qaclwr.com,10,0,1,0,0,0
ndrvlqy43,9,1,0,0,0,1
dclvhmwpn.net,13,0,1,0,0,0
account.pzbbiohxdl.com,22,0,2,0,0,1
nymohgc.org,11,0,1,0,0,0
zlcwdpzj.fake-site.com,22,0,2,1,0,1
ebyccvha.io,11,0,1,0,0,0
qduizmo34,9,1,0,0,0,1
otoik.io,8,0,1,0,0,0
gltsna.fake-site.com,20,0,2,1,0,1
ewezhazx.org,12,0,1,0,0,0
update.nigqe.com,16,0,2,0,0,1
qlaebcdcon.net,14,0,1,0,0,0
pjqxfn28,8,1,0,0,0,1
zijbgbnh.org,12,0,1,0,0,0
secure.fkdtmc.com,17,0,2,0,0,1
ywjes.co,8,0,1,0,0,0
bucdtgnacq,10,0,0,0,0,1
onxuu.net,9,0,1,0,0,0
jcwutgw.fake-site.com,21,0,2,1,0,1
izhigecwc.net,13,0,1,0,0,0
zgrrbwzrf@phishing.com,22,0,1,0,1,1
lqnohi.net,10,0,1,0,0,0
verify-xxdkafwd,15,0,0,1,0,1
btqzxl.org,10,0,1,0,0,0
gpzysxexs@phishing.com,22,0,1,0,1,1
cajle.net,9,0,1,0,0,0
ptespwgl77,10,1,0,0,0,1
shifvdpf.co,11,0,1,0,0,0
vojfjjibu.fake-site.com,23,0,2,1,0,1
gjtrj.net,9,0,1,0,0,0
secure-cvgvvyyv,15,0,0,1,0,1
reevxx.io,9,0,1,0,0,0
verify.deywj.com,16,0,2,0,0,1
frmzx.com,9,0,1,0,0,0
secure-rqrhhptgba,17,0,0,1,0,1
lhbkxacl.net,12,0,1,0,0,0
shsydlb@phishing.com,20,0,1,0,1,1
avqgo.io,8,0,1,0,0,0
verify.msjqpnjm.com,19,0,2,0,0,1
xdmppl.co,9,0,1,0,0,0
cgkcea,6,0,0,0,0,1
cvnjgqgsin.io,13,0,1,0,0,0
rbqsqjakaj-secure,17,0,0,1,0,1
zadfktgkdm.co,13,0,1,0,0,0
cwcisl-update,13,0,0,1,0,1
srvod.co,8,0,1,0,0,0
iuonmigwrf-account,18,0,0,1,0,1
moihmke.org,11,0,1,0,0,0
fhhmvtj66,9,1,0,0,0,1
detaueb.org,11,0,1,0,0,0
phespeol-account,16,0,0,1,0,1
ysvkrhvz.co,11,0,1,0,0,0
login.xcrccexw.com,18,0,2,0,0,1
uxsha.co,8,0,1,0,0,0
hacabayhi,9,0,0,0,0,1
syascs.org,10,0,1,0,0,0
kywtz3,6,1,0,0,0,1
yjacly.co,9,0,1,0,0,0
snfpzqv@phishing.com,20,0,1,0,1,1
srzxno.com,10,0,1,0,0,0
xfwxqqk@phishing.com,20,0,1,0,1,1
twuwn.com,9,0,1,0,0,0
lfghc60,7,1,0,0,0,1
jssxwguwd.io,12,0,1,0,0,0
kaxave-update,13,0,0,1,0,1
xudngwzosv.io,13,0,1,0,0,0
dpdhkb@phishing.com,19,0,1,0,1,1
kdujbjnzqi.org,14,0,1,0,0,0
nhoxdsz72,9,1,0,0,0,1
eoqlj.io,8,0,1,0,0,0
mcssge.fake-site.com,20,0,2,1,0,1
djvawtf.net,11,0,1,0,0,0
uhyxjur90,9,1,0,0,0,1
hhvorr.io,9,0,1,0,0,0
kiourbmnur34,12,1,0,0,0,1
cqjueoe.net,11,0,1,0,0,0
wrbzgkb@phishing.com,20,0,1,0,1,1
brhsuscsj.io,12,0,1,0,0,0
vonxlq93,8,1,0,0,0,1
czuzls.net,10,0,1,0,0,0
fzbcyva.fake-site.com,21,0,2,1,0,1
ykezzamt.net,12,0,1,0,0,0
tqsqriei@phishing.com,21,0,1,0,1,1
sqvzs.com,9,0,1,0,0,0
gfwy00e0a,9,1,0,0,0,1
eagbhn.com,10,0,1,0,0,0
dqnrivf@phishing.com,20,0,1,0,1,1
wrzbfy.io,9,0,1,0,0,0
login.mmshfa.com,16,0,2,0,0,1
rdtymg.co,9,0,1,0,0,0
wzicacjwl23,11,1,0,0,0,1
deoxvk.io,9,0,1,0,0,0
update.eefig.com,16,0,2,0,0,1
fmgnm.com,9,0,1,0,0,0
account.ucujxmum.com,20,0,2,0,0,1
bdgnew.net,10,0,1,0,0,0
gxkjmleg,8,0,0,0,0,1
bokptgrg.io,11,0,1,0,0,0
secure.pyaho.com,16,0,2,0,0,1
tuqnuug.co,10,0,1,0,0,0
update-zucafox,14,0,0,1,0,1
hgficl.io,9,0,1,0,0,0
qmfutc78,8,1,0,0,0,1
fywvqeznt.net,13,0,1,0,0,0
spnjn,5,0,0,0,0,1
sbmuz.com,9,0,1,0,0,0
account-xgvkamu,15,0,0,1,0,1
bikesml.io,10,0,1,0,0,0
lrxcdjzlzf-login,16,0,0,1,0,1
szjuhizlr.io,12,0,1,0,0,0
zgbpgvx4,8,1,0,0,0,1
eyypcyhd.org,12,0,1,0,0,0
aiqkton.fake-site.com,21,0,2,1,0,1
ycfpbbh.com,11,0,1,0,0,0
login.aysis.com,15,0,2,0,0,1
lfvohd.net,10,0,1,0,0,0
update-pvgahnr,14,0,0,1,0,1
dwwtxgob.com,12,0,1,0,0,0
elalfsiylf80,12,1,0,0,0,1
ylvlupw.io,10,0,1,0,0,0
verify-ylviqufprq,17,0,0,1,0,1
trfawbo.com,11,0,1,0,0,0
qmacu,5,0,0,0,0,1
rjumafh.com,11,0,1,0,0,0
prwxvgotz-account,17,0,0,1,0,1
qvpdxu.org,10,0,1,0,0,0
update.dgxizfwi.com,19,0,2,0,0,1
ufyayqbsvj.io,13,0,1,0,0,0
eundpijn.fake-site.com,22,0,2,1,0,1
eiihgv.net,10,0,1,0,0,0
yqlwzri.fake-site.com,21,0,2,1,0,1
pzonld.com,10,0,1,0,0,0
gmj0sh,6,1,0,0,0,1
irgjdjpf.net,12,0,1,0,0,0
pjwlykeacb@phishing.com,23,0,1,0,1,1
vtlxclqtzw.io,13,0,1,0,0,0
swrdi.fake-site.com,19,0,2,1,0,1
ehepfjn.io,10,0,1,0,0,0
rvmsfpu-update,14,0,0,1,0,1
zuzabhw.org,11,0,1,0,0,0
vablmaiwb-login,15,0,0,1,0,1
mdztmzeqw.net,13,0,1,0,0,0
grrybgcxet.fake-site.com,24,0,2,1,0,1
nfrtf.net,9,0,1,0,0,0
sfvbs44,7,1,0,0,0,1
bjive.com,9,0,1,0,0,0
login.wmici.com,15,0,2,0,0,1
tmiwjgmjja.net,14,0,1,0,0,0
muvphxwof40,11,1,0,0,0,1
dkclxqo.com,11,0,1,0,0,0
jefks.fake-site.com,19,0,2,1,0,1
eqdlnhi.net,11,0,1,0,0,0
verify.bhfnxunjxs.com,21,0,2,0,0,1
iyslt.org,9,0,1,0,0,0
bzdfzbjjp98,11,1,0,0,0,1
crgytfy.co,10,0,1,0,0,0
login-lqwebiaf,14,0,0,1,0,1
sscid.net,9,0,1,0,0,0
dbpjey51,8,1,0,0,0,1
wxiryhhm.org,12,0,1,0,0,0
konppvwt.fake-site.com,22,0,2,1,0,1
djclierakt.net,14,0,1,0,0,0
dyojlsm97,9,1,0,0,0,1
wltxki.net,10,0,1,0,0,0
zktyyqshis-account,18,0,0,1,0,1
lnzgzwgmja.com,14,0,1,0,0,0
knfcotk93,9,1,0,0,0,1
vtmwq.org,9,0,1,0,0,0
fgbph-verify,12,0,0,1,0,1
kyxad.io,8,0,1,0,0,0
dqasqcvwif-update,17,0,0,1,0,1
scmmxsmz.com,12,0,1,0,0,0
wvmzqx@phishing.com,19,0,1,0,1,1
troipdpunt.org,14,0,1,0,0,0
secure-iusjuuj,14,0,0,1,0,1
qnpjcerndg.io,13,0,1,0,0,0
opuvyeurk-login,15,0,0,1,0,1
dlvisz.org,10,0,1,0,0,0
arjlhwm78,9,1,0,0,0,1
wybjon.co,9,0,1,0,0,0
xfucrchr,8,0,0,0,0,1
cixpd.io,8,0,1,0,0,0
elydmy12,8,1,0,0,0,1
zpfwlvcty.net,13,0,1,0,0,0
hnjeie,6,0,0,0,0,1
sglmibvivh.com,14,0,1,0,0,0
update.qjjwufqz.com,19,0,2,0,0,1
wkdpq.com,9,0,1,0,0,0
aeqfh82,7,1,0,0,0,1
ockek.io,8,0,1,0,0,0
piiyu44,7,1,0,0,0,1
ftrvuemi.org,12,0,1,0,0,0
uaqdsuort@phishing.com,22,0,1,0,1,1
wrkck.io,8,0,1,0,0,0
juzqylbd,8,0,0,0,0,1
shjovxsrgu.org,14,0,1,0,0,0
biumlwqqnf-login,16,0,0,1,0,1
xqkoqliyq.co,12,0,1,0,0,0
ucsimcukp,9,0,0,0,0,1
mhvtobk.net,11,0,1,0,0,0
bntdm@phishing.com,18,0,1,0,1,1
ehbsv.io,8,0,1,0,0,0
ykjcuitj.fake-site.com,22,0,2,1,0,1
exordqcuf.com,13,0,1,0,0,0
ezaroxrnig@phishing.com,23,0,1,0,1,1
xkrywor.org,11,0,1,0,0,0
account-zkynuiax,16,0,0,1,0,1
qmdtyte.co,10,0,1,0,0,0
abwudb-secure,13,0,0,1,0,1
mzuwp.net,9,0,1,0,0,0
neobcje.fake-site.com,21,0,2,1,0,1
rnaou.com,9,0,1,0,0,0
hkktvt-account,14,0,0,1,0,1
lhhjdghil.co,12,0,1,0,0,0
account-hubypvgmlv,18,0,0,1,0,1
lwauiavksk.com,14,0,1,0,0,0
dilbns@phishing.com,19,0,1,0,1,1
ltcjcomx.org,12,0,1,0,0,0
bazrmuypl15,11,1,0,0,0,1
nvodv.com,9,0,1,0,0,0
exfto19,7,1,0,0,0,1
mduybwpao.com,13,0,1,0,0,0
uwypg24,7,1,0,0,0,1
waixc.org,9,0,1,0,0,0
tzlqaaxaph15,12,1,0,0,0,1
qywyvj.com,10,0,1,0,0,0
jjamfom-verify,14,0,0,1,0,1
kkssjtyq.com,12,0,1,0,0,0
update-lxkntytewn,17,0,0,1,0,1
gfzxsftzy.net,13,0,1,0,0,0
atzuzyd70,9,1,0,0,0,1
pcutyvlvlf.com,14,0,1,0,0,0
update-hkmaamggmq,17,0,0,1,0,1
dgglgruvhu.com,14,0,1,0,0,0
account.xfitd.com,17,0,2,0,0,1
cpylnjbklo.io,13,0,1,0,0,0
fiqfpqbgq@phishing.com,22,0,1,0,1,1
wqszc.io,8,0,1,0,0,0
update-hprcuqjx,15,0,0,1,0,1
utxmg.net,9,0,1,0,0,0
qkpnnjq,7,0,0,0,0,1
lkhdtruied.io,13,0,1,0,0,0
vihuzsrw83,10,1,0,0,0,1
qujdisb.co,10,0,1,0,0,0
update-hwmdx,12,0,0,1,0,1
bqtctrso.io,11,0,1,0,0,0
cyvsfchozh3,11,1,0,0,0,1
nrywyqdkr.co,12,0,1,0,0,0
login-gkonwze,13,0,0,1,0,1
iqsyva.io,9,0,1,0,0,0
login-xveczkfexl,16,0,0,1,0,1
